,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
185,Grace Abels,"“En la Eurocopa 2020, la Unión Europea impuso a todos los capitanes de selecciones nacionales llevar el distintivo lgtb. Pero Cristiano fue el único capitán de la Euro que se negó y no llevo el cintillo lgtb”.",Facebook posts,"June 21, 2024",FALSE,FAKE,0
186,Jeff Cercone,"""Pfizer CEO Albert Bourla admitted yesterday that Covid was used as a test.”",Threads posts,"June 21, 2024",FALSE,FAKE,0
187,Ciara O'Rourke,Caitlin Clark has been named to the U.S. women’s Olympic basketball team after Brittney Griner was released for “undisclosed reasons.”,Threads posts,"June 21, 2024",FALSE,FAKE,0
188,Jeff Cercone,"California Assembly Bill 1955 “would allow schools to secretly, socially and perhaps medically transition your child without your knowledge and consent.""",Instagram posts,"June 21, 2024",FALSE,FAKE,0
189,Jill Terreri,“The loss of SALT deductibility cost our state $15 billion in revenue. So New Yorkers are paying more in taxes and receiving fewer services because of Donald Trump.”,Ritchie Torres,"• June 21,",barely-true,REAL,1
190,Ciara O'Rourke,Video shows a man interrupting White House Press Secretary Karine Jean-Pierre on “The View.”,Viral image,"June 21, 2024",FALSE,FAKE,0
191,Louis Jacobson,Donald Trump’s plan is “cutting Social Security for you.”,Joe Biden,"June 21, 2024",barely-true,REAL,1
192,Kwasi Gyamfi,"Says linguist Noam Chomsky died, as of June 18, 2024.",Threads posts,"• June 21,",FALSE,FAKE,0
193,Marta Campabadal,"Al tomar un licuado de sábila, remolacha, limón, curcuma y pepino “te sanarás completamente” de varios tipos de cáncer.",Facebook posts,"• June 21,",FALSE,FAKE,0
194,Hope Karnopp,Says he “saved Kenosha” and the “governor wouldn’t move” on sending the National Guard.,Donald Trump,"June 21, 2024",pants-fire,REAL,1
195,Grace Abels,Cristiano Ronaldo was the only European soccer captain who did not wear a rainbow armband at Euro 2020.,Facebook posts,"June 21, 2024",FALSE,FAKE,0
196,Maria Briceño,"""Fotografía tomada en el 2496 A.C. durante la construcción de las pirámides en Egipto”.",Facebook posts,"June 20, 2024",pants-fire,REAL,1
197,Madison Czopek,“Saudi Arabia will stop using the US dollar for oil sales and will not renew the 50-year petro-dollar agreement with the U.S.”,Facebook posts,"June 20, 2024",FALSE,FAKE,0
198,Maria Briceño,"Este video de un carro lleno de agua muestra a ""Miami inundado"".",Instagram posts,"June 20, 2024",FALSE,FAKE,0
199,Maria Ramirez,Joe Biden’s immigration order limiting asylum is “pro-child trafficking.”,Donald Trump,"• June 20,",FALSE,FAKE,0
200,Louis Jacobson,The Trump administration “achieved the lowest African American unemployment rate and the lowest African American poverty rate ever recorded.”,Donald Trump,"June 20, 2024",half-true,REAL,1
201,Louis Jacobson,Crime statistics “no longer include data from 30% of the country including the biggest and most violent cities.”,Donald Trump,"June 18, 2024",FALSE,FAKE,0
202,Maria Briceño,Video muestra al Presidente Joe Biden desorientado en evento de paracaidismo del G7 con líderes mundiales.,Social Media,"June 18, 2024",FALSE,FAKE,0
203,Kwasi Gyamfi,“Photo shows Egyptian pyramids being constructed in 2549 BC”,Facebook posts,"• June 18,",pants-fire,REAL,1
204,Madison Czopek,The 9th Circuit Court of Appeals “just ruled Covid vax mandates unconstitutional.”,Robert F. Kennedy Jr.,"June 18, 2024",FALSE,FAKE,0
205,Loreben Tuquero,Video shows “two electric vehicles in a crash in Canada.”,Facebook posts,"June 18, 2024",FALSE,FAKE,0
206,Maria Briceño,Video muestra al Dr. Jorge Bayter promoviendo un medicamento para curar la hipertensión.,Facebook posts,"June 18, 2024",FALSE,FAKE,0
207,Kwasi Gyamfi,“The Biden campaign has demanded that Joe Biden not have to stand during the presidential debate.”,Instagram posts,"• June 18,",FALSE,FAKE,0
208,Tatevik Lazaryan,Ronald Reagan’s Federal Communications Commission abolished the Fairness Doctrine and gave rise to Fox News.,Instagram posts,"June 18, 2024",barely-true,REAL,1
209,Kwasi Gyamfi,"“Biden's sister is married to Stephen Owens, who owns Dominion Voting Systems.”",Instagram posts,"• June 17,",FALSE,FAKE,0
210,Sara Swann,Canadian Cancer Society apologized and said it will “no longer use the term ‘cervix’ and instead use the term ‘front hole.’”,X posts,"June 17, 2024",FALSE,FAKE,0
211,Jeff Cercone,"""Apple is … about to start charging us to use the FaceTime feature.”",Threads posts,"June 17, 2024",FALSE,FAKE,0
212,Paul Specht,"Donald Trump “shut down” Nord Stream 2 pipeline, Joe Biden approved it, then Biden shut down U.S. liquified natural gas export capacity.",Doug Burgum,"June 17, 2024",barely-true,REAL,1
213,Marta Campabadal,“El Banco Federal elimina la deuda de tarjetas de crédito a todos los hispanoamericanos…para evitar otra recesión ya que la inflación alcanzó un máximo histórico”.,Facebook posts,"• June 17,",FALSE,FAKE,0
214,Ciara O'Rourke,Video shows “U.S. Navy deploys in Miami due to Russian warships 6/12.”,Viral image,"June 14, 2024",FALSE,FAKE,0
215,Jeff Cercone,Video shows Biden wandered off from world leaders at G7 skydiving event.,Social Media,"June 14, 2024",FALSE,FAKE,0
216,Ciara O'Rourke,Ancestry.com proves President Joe Biden “is not real.”,Instagram posts,"June 14, 2024",pants-fire,REAL,1
217,Amy Sherman,“Trump can’t be on the Texas ballot because of our state constitution.”,Threads posts,"June 14, 2024",FALSE,FAKE,0
218,Laura Schulte,"Says Gov. Tony Evers is asking the GOP to release money for PFAS, but ""vetoed (a bill outlining) how to spend the money.""",Van Wanggaard,"June 14, 2024",mostly-true,REAL,1
219,Grace Abels,"Pittsburgh Steelers coach “directs team to not participate in pride month” calling it ""woke crap""",Facebook posts,"June 14, 2024",FALSE,FAKE,0
220,Jeff Cercone,"""A MAGA fan in Iowa accidentally burned down his house today trying to burn a gay pride flag.”",Threads posts,"June 14, 2024",FALSE,FAKE,0
221,Ciara O'Rourke,Fox News reported that the U.S. Department of Health and Human Services “formally endorses Barbara O’Neill’s ‘US without diabetes’ initiative.”,Viral image,"June 14, 2024",FALSE,FAKE,0
222,Jeff Cercone,Hunter Biden’s trial and conviction were contrived to divert attention from Biden family crimes.,X posts,"June 14, 2024",pants-fire,REAL,1
223,Hope Karnopp,Republican legislatures “have targeted birth control” and in Wisconsin “refused to schedule a vote on a bill that would have codified a right to birth control.”,Democratic Legislative Campaign Committee,"June 14, 2024",half-true,REAL,1
224,Sara Swann,"Video shows Rep. Nancy Pelosi “takes responsibility for not having the National Guard” at the U.S. Capitol on Jan. 6, 2021.",Social Media,"June 13, 2024",FALSE,FAKE,0
225,Ciara O'Rourke,Fuddruckers is “closing ALL locations.”,Instagram posts,"June 13, 2024",FALSE,FAKE,0
226,Ciara O'Rourke,Photo shows “the Sandy Hook girls that did not die like they said they did!”,Viral image,"June 13, 2024",pants-fire,REAL,1
227,Marta Campabadal,"""La reapertura de la Catedral de Notre Dame en París, después del incendio de las torres. Espectacular!"".",Instagram posts,"• June 13,",FALSE,FAKE,0
228,Maria Ramirez,"“Congo, Africa, just released a lot of people, a lot of people from their prisons and jails and brought them into the United States of America.”",Donald Trump,"• June 12,",pants-fire,REAL,1
229,Jacob Gardenswartz,"If the Affordable Care Act were terminated, “that would mean over a hundred million Americans will lose protections for preexisting conditions.”",Joe Biden,"June 12, 2024",mostly-true,REAL,1
230,Ciara O'Rourke,Photo shows the scene of a fatal crash that killed a Filipino artist.,Facebook posts,"June 12, 2024",FALSE,FAKE,0
231,Marta Campabadal,Don Francisco dice que un médico le habló sobre un remedio para la hipertensión “completamente natural que podría salvar a millones de personas si comenzaran a tomarlo”.,Facebook posts,"• June 11,",FALSE,FAKE,0
232,Maria Ramirez,"The number of people in the U.S. illegally is “upwards of 20, 25, maybe 30 million.”",Marco Rubio,"• June 11,",FALSE,FAKE,0
233,Jeff Cercone,Kansas City Chiefs said they refuse to participate in Pride Month because ‘it’s extremely woke.’,Facebook posts,"June 10, 2024",FALSE,FAKE,0
234,Louis Jacobson,Says Sen. Lindsey Graham said a newly elected Donald Trump “will round up and deport LEGAL immigrants.”,Eric Swalwell,"June 10, 2024",FALSE,FAKE,0
235,Ciara O'Rourke,"HarperCollins “removed 64,575 words from the Bible.”",Facebook posts,"June 10, 2024",FALSE,FAKE,0
236,Maria Briceño,"""La ivermectina cura el cáncer”.",Facebook posts,"June 10, 2024",FALSE,FAKE,0
237,Louis Jacobson,"""The last administration oversaw the largest increase in murders ever recorded.""",Joe Biden,"June 10, 2024",half-true,REAL,1
238,Jeff Cercone,Audio of President Joe Biden’s interview with Special Counsel Robert Hur leaked.,TikTok posts,"June 7, 2024",REAL,REAL,1
239,Ciara O'Rourke,Photo shows actor Chris Evans signing a bomb amid the assault on Gaza.,Viral image,"June 7, 2024",REAL,REAL,1
240,Louis Jacobson,“Wage increases have exceeded” the cost of inflation.,Joe Biden,"June 6, 2024",half-true,REAL,1
241,Ciara O'Rourke,“James Woods leaves Hollywood to join Mel Gibson’s new non-woke film studio.”,Facebook posts,"June 6, 2024",FALSE,FAKE,1
242,Ciara O'Rourke,U.S. Rep. Marjorie Taylor Greene said dinosaurs used to be called “by their biblical name … dragons.”,Threads posts,"June 6, 2024",pants-fire,REAL,1
243,Maria Briceño,“Amazon está regalando las tabletas del año pasado a todos los residentes en Estados Unidos mayores de 30 años para deshacerse del exceso de inventario”.,Facebook posts,"June 6, 2024",FALSE,FAKE,0
244,Ciara O'Rourke,“Elon Musk invests $1 billion in Mel Gibson and Mark Wahlberg’s new un-woke production studio.”,Viral image,"June 6, 2024",FALSE,FAKE,0
245,Maria Ramirez,"Joe Biden “is letting millions of people from jails, from prisons, from insane asylums, from mental institutions, drug dealers pour in.”",Donald Trump,"• June 6,",pants-fire,REAL,1
246,Ciara O'Rourke,“Denzel Washington rejects $100 million Disney offer to work with ‘woke’ Robert De Niro.”,Facebook posts,"June 5, 2024",FALSE,FAKE,0
247,Samantha Putterman,"“Due to the arrangements that I've reached with (Mexico) President Obrador, the number of migrants coming … to our shared border unlawfully in recent months has dropped dramatically.”",Joe Biden,"June 5, 2024",mostly-true,REAL,1
248,Ciara O'Rourke,Former President Donald Trump “blew off his post-sentencing probation report.”,Threads posts,"June 5, 2024",FALSE,FAKE,0
249,Ciara O'Rourke,Photo shows former President Donald Trump’s probation officer.,Viral image,"June 5, 2024",FALSE,FAKE,0
250,Hope Karnopp,"Says in his three election campaigns, the early polls were ""wildly incorrect, all three times.""",Ron Johnson,"June 5, 2024",mostly-true,REAL,1
251,Ciara O'Rourke,“Kyle Rittenhouse’s mom is 38.”,Threads posts,"June 5, 2024",FALSE,FAKE,0
252,Ciara O'Rourke,“Elon Musk sues The View and Whoopi Goldberg for $60 million.”,Facebook posts,"June 4, 2024",FALSE,FAKE,0
253,Ciara O'Rourke,"Elon Musk said, “I’d rather drink sewer water than see Taylor Swift at the Super Bowl.”",Viral image,"June 4, 2024",FALSE,FAKE,0
254,Kwasi Gyamfi,“Every American over 25 is now entitled to get a prepaid reward card up to $500 to use for groceries and everyday expenses.”,Facebook posts,"• June 4,",FALSE,FAKE,0
255,Louis Jacobson,Joe Biden wants “to quadruple your taxes.”,Donald Trump,"June 4, 2024",FALSE,FAKE,0
256,Ciara O'Rourke,The U.S. Supreme Court ruled in May that “Texas SB-4 law is constitutional.”,Viral image,"June 3, 2024",FALSE,FAKE,0
257,Amy Sherman,"Speaking about Hillary Clinton: “I didn’t say, ‘Lock her up.’ ”",Donald Trump,"June 3, 2024",pants-fire,REAL,1
258,Ciara O'Rourke,“Walmart has announced starting June 3rd all locations in the U.S. will go back to 24hrs.”,Facebook posts,"June 3, 2024",FALSE,FAKE,0
259,Paul Specht,“Justice Paul Newby is out here removing judges who were elected to their positions by the voters of North Carolina!!!”,Anderson Clayton,"June 3, 2024",FALSE,FAKE,0
260,Samantha Putterman,Donald Trump wants to terminate the Affordable Care Act.,Joe Biden,"June 3, 2024",half-true,REAL,1
261,Ciara O'Rourke,Video shows a crowd celebrating former President Donald Trump’s conviction.,Viral image,"June 3, 2024",FALSE,FAKE,0
262,Ciara O'Rourke,Fox News reported on Taco Bell instead of former President Donald Trump’s conviction.,Viral image,"June 3, 2024",FALSE,FAKE,0
263,Madison Czopek,Photo shows the judges who will hear the appeal of former President Donald Trump’s criminal conviction.,X posts,"May 31, 2024",FALSE,FAKE,0
264,Maria Briceño,“Walmart está regalando los toboganes acuáticos hinchables del año pasado a todos los estadounidenses mayores de 28 años”.,Facebook posts,"May 31, 2024",FALSE,FAKE,0
265,Sofia Ahmed,Burger King is “closing its doors for good.”,Facebook posts,"May 31, 2024",FALSE,FAKE,0
266,Ciara O'Rourke,“Astronauts from the Challenger are alive!”,Viral image,"May 31, 2024",pants-fire,REAL,1
267,Sara Swann,"Under federal law, former President Donald Trump’s “felony convictions mean he can no longer possess guns.”",Social Media,"May 31, 2024",TRUE,REAL,1
268,Maria Ramirez,“Trump can’t vote for himself in the November election.”,Jason Pizzo,"• May 31,",barely-true,REAL,1
269,Ciara O'Rourke,Pfizer sued Barbara O’Neill “because she exposed secrets that will keep everyone safe from the bird flu outbreak.”,Viral image,"May 31, 2024",pants-fire,REAL,1
270,Ciara O'Rourke,Photo shows former President Donald Trump in police custody May 30.,Viral image,"May 31, 2024",FALSE,FAKE,0
271,Madison Czopek,Judge Juan Merchan “overrules every objection from the defense and sustains every objection from the prosecution” during former President Donald Trump’s New York trial.,Jesse Watters,"May 31, 2024",FALSE,FAKE,0
272,Jeff Cercone,“Trump is no longer eligible to run for president and must drop out of the race immediately.”,X posts,"May 30, 2024",FALSE,FAKE,0
273,Sofia Ahmed,Joe Biden told West Point graduates that “he is not planning to accept the results of the 2024 election” and he wants them to “stand back and stand by” to ensure Donald J. Trump doesn’t win.,Instagram posts,"May 30, 2024",FALSE,FAKE,0
274,Kwasi Gyamfi,"Noncitizens in Washington, D.C., “can vote in federal elections.”",Instagram posts,"• May 30,",FALSE,FAKE,0
275,Maria Briceño,"El actor, Arnold Schwarzenegger durmió en el suelo bajo su estatua de bronce porque se negaron a darle una habitación en un hotel.",Facebook posts,"May 30, 2024",FALSE,FAKE,0
276,Jeff Cercone,"""Warner Bros Cancels $10 Million Project Starring 'Woke' Robert De Niro.”",Social Media,"May 30, 2024",FALSE,FAKE,0
277,Ciara O'Rourke,“The Simpsons” predicted Sean Combs’ legal problems.,Viral image,"May 30, 2024",FALSE,FAKE,0
278,Ciara O'Rourke,“Sunflowers are turning away from the sun because that’s not the sun.”,Instagram posts,"May 30, 2024",pants-fire,REAL,1
